mode,load,0_mobilenet_v3_large-32,1_squeezenet1_0-4,2_vgg11-32
mps-uncap,0.6,5.2318572998046875,1.7230510711669922,11.083602905273438
mig,0.6,9.473800659179688,2.6426315307617188,37.13107109069824
mps-uncap,0.7,5.260229110717773,1.7361640930175781,11.147737503051758
mig,0.7,9.48333740234375,2.6412010192871094,37.2157096862793
mps-uncap,0.8,5.241155624389648,1.7249584197998047,11.08551025390625
mig,0.8,9.462833404541016,2.6445388793945312,37.12916374206543
mps-uncap,0.9,5.471944808959961,1.712799072265625,11.41357421875
mig,0.9,9.57632064819336,2.6390552520751953,37.22953796386719
mps-uncap,1.0,6.348371505737305,3.3164024353027344,11.557817459106445
mig,1.0,9.696483612060547,2.6705265045166016,37.52732276916504
mps-uncap,1.1,5.522012710571289,1.7511844635009766,11.90805435180664
mig,1.1,10.390520095825195,2.6979446411132812,37.91975975036621
mps-uncap,1.2,6.374120712280273,1.8413066864013672,12.132406234741211
mig,1.2,9.829998016357422,2.6819705963134766,37.758827209472656
mps-uncap,1.3,10.817766189575195,1.8362998962402344,12.236833572387695
mig,1.3,9.648561477661133,2.6428699493408203,37.43577003479004
