mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-2,2_resnet101-32,3_squeezenet1_1-32
mps-uncap,1.0,0.000476837158203125,0.009059906005859375,0.0007152557373046875,0.000476837158203125
