mode,load,0_efficientnet_b7-16,1_inception_v3-32,2_mobilenet_v2-32,3_mobilenet_v3_small-8
mps-uncap,1.0,0.011444091796875,0.0007152557373046875,0.000476837158203125,0.0007152557373046875
