mode,load,0_squeezenet1_0-16,1_efficientnet_b6-2,2_vgg13-16
mps-uncap,1.0,1327.170757464834,33.53661095805512,1353.784649094398
mig,1.0,2456.4677672793246,115.07748737014285,534.9367562094369
