mode,load,0_squeezenet1_0-16,1_efficientnet_b6-2,2_vgg13-16
mps-uncap,1.0,0.000476837158203125,0.004291534423828125,0.0030994415283203125
mig,1.0,0.0030994415283203125,0.005245208740234375,0.000476837158203125
