mode,load,0_squeezenet1_0-16,1_efficientnet_b6-2,2_vgg13-16
mps-uncap,1.0,21.546602249145508,69.91219520568848,21.985530853271484
mig,1.0,18.758535385131836,23.958683013916016,33.08725357055664
