mode,load,0_squeezenet1_0-16,1_efficientnet_b6-2,2_vgg13-16
mps-uncap,1.0,7.439613342285156,26.325702667236328,10.204792022705078
mig,1.0,6.202459335327148,17.170190811157227,29.419898986816406
