mode,load,0_squeezenet1_0-16,1_efficientnet_b6-2,2_vgg13-16
mps-uncap,1.0,21.54684066772461,69.91243362426758,21.985530853271484
mig,1.0,18.75901222229004,23.958683013916016,33.08749198913574
