mode,load,0_efficientnet_b6-4,1_resnet50-8,2_squeezenet1_0-16
mps-uncap,0.8,228.73525619506796,85.11610746383668,105.79549312591543
mps-uncap,0.9,364.2257213592529,156.21315240859974,1645.1996231079102
mps-uncap,1.0,5253.752658367157,6194.7987270355225,5482.206325531006
mps-uncap,0.5,62.284860610961914,23.011879920959462,21.22873306274416
mps-uncap,0.6,70.01595497131348,32.457437515258796,29.000227451324456
mps-uncap,0.7,128.7711262702942,47.5785303115843,35.101537704467745
mps-uncap,0.1,53.14481735229492,21.146917343139634,9.817457199096673
mps-uncap,0.2,51.15723133087153,20.989615917205814,13.24517488479613
mps-uncap,0.3,55.968980789184556,23.24879407882692,15.114083290100103
mps-uncap,0.4,53.89003992080685,23.882329463958598,16.81685447692871
