mode,load,0_vgg16-2,1_efficientnet_b6-2,2_squeezenet1_1-4
mps-uncap,1.0,14.285802841186523,26.493310928344727,9.616613388061523
mig,1.0,13.113737106323242,32.13334083557129,10.251045227050781
