mode,load,0_vgg16-2,1_efficientnet_b6-2,2_squeezenet1_1-4
mps-uncap,1.0,3.31583023071289,20.570087432861328,3.0746936798095694
mig,1.0,4.420771598815917,18.62471103668213,2.155523300170898
