mode,load,0_vgg16-2,1_efficientnet_b6-2,2_squeezenet1_1-4
mps-uncap,1.0,2.561807632446289,18.146753311157227,1.7771720886230469
mig,1.0,4.021167755126953,17.354488372802734,1.7430782318115234
