mode,load,0_vgg16-2,1_efficientnet_b6-2,2_squeezenet1_1-4
mps-uncap,1.0,0.000476837158203125,0.0045299530029296875,0.0073909759521484375
mig,1.0,0.0057220458984375,0.0073909759521484375,0.008344650268554688
