mode,load,0_densenet121-8,1_resnet152-8,2_squeezenet1_0-32
mps-uncap,0.8,45.936059951782234,74.77979660034184,30.23982048034668
mps-uncap,0.9,75.55956840515138,134.2613697052002,52.38771438598633
mps-uncap,1.0,1064.378023147583,484.43603515625006,223.71537685394296
mps-uncap,0.5,25.352096557617188,29.858946800231937,12.604236602783207
mps-uncap,0.6,27.005290985107425,36.747694015502944,16.73851013183594
mps-uncap,0.7,33.929204940795884,44.38228607177735,19.497108459472656
mps-uncap,0.1,18.782663345336914,20.02894878387451,6.922006607055664
mps-uncap,0.2,20.56610584259034,20.888805389404297,7.71486759185791
mps-uncap,0.3,22.33023643493651,23.644590377807617,9.636139869689941
mps-uncap,0.4,22.4640130996704,25.95653533935547,11.078500747680666
