mode,load,0_densenet121-8,1_resnet152-8,2_squeezenet1_0-32
mps-uncap,0.8,25.27165412902832,35.54534912109375,9.425878524780273
mps-uncap,0.9,25.778532028198242,35.635948181152344,10.699272155761719
mps-uncap,1.0,28.68175506591797,33.68401527404785,9.820699691772461
mps-uncap,0.5,23.205280303955078,33.16640853881836,9.165287017822266
mps-uncap,0.6,23.998737335205078,34.709930419921875,9.304523468017578
mps-uncap,0.7,25.49147605895996,34.314632415771484,9.232282638549805
mps-uncap,0.1,19.93250846862793,25.37369728088379,8.837223052978516
mps-uncap,0.2,22.624731063842773,22.881031036376953,8.867502212524414
mps-uncap,0.3,23.15831184387207,26.87358856201172,8.77237319946289
mps-uncap,0.4,25.340557098388672,31.907320022583008,8.99815559387207
