mode,load,0_densenet121-2,1_inception_v3-16,2_vgg13-32
mps-uncap,0.8,152.10499763488772,106.37772083282469,140.91742038726807
mps-uncap,0.9,592.2699689865112,246.3612556457521,1187.013292312622
mps-uncap,1.0,2017.547750473023,564.2835140228271,5558.764219284058
mps-uncap,0.5,45.23262977600098,48.61502647399902,49.29399490356445
mps-uncap,0.6,57.03010559082031,50.040483474731445,60.123491287231445
mps-uncap,0.7,122.13361263275146,92.77985095977782,116.52984619140628
mps-uncap,0.1,36.87393665313721,26.95789337158204,26.668477058410645
mps-uncap,0.2,34.0932846069336,31.609678268432617,32.3960304260254
mps-uncap,0.3,31.799960136413578,30.532598495483402,34.184503555297844
mps-uncap,0.4,35.77384948730469,35.544633865356445,37.70196437835694
