mode,load,0_densenet121-2,1_inception_v3-16,2_vgg13-32
mps-uncap,0.8,0.011682510375976562,0.011682510375976562,0.011444091796875
mps-uncap,0.9,0.012159347534179688,0.011682510375976562,0.011682510375976562
mps-uncap,1.0,0.0133514404296875,0.01239776611328125,0.014781951904296875
mps-uncap,0.5,0.011682510375976562,0.011444091796875,0.010728836059570312
mps-uncap,0.6,0.011920928955078125,0.011920928955078125,0.01049041748046875
mps-uncap,0.7,0.011682510375976562,0.011444091796875,0.010967254638671875
mps-uncap,0.1,0.0133514404296875,0.019788742065429688,0.0209808349609375
mps-uncap,0.2,0.012874603271484375,0.014543533325195312,0.011205673217773438
mps-uncap,0.3,0.01239776611328125,0.012159347534179688,0.010967254638671875
mps-uncap,0.4,0.011920928955078125,0.012159347534179688,0.010728836059570312
