mode,load,0_densenet121-2,1_inception_v3-16,2_vgg13-32
mps-uncap,0.8,32.78311738370114,255.40237868983286,1505.144004783206
mps-uncap,0.9,36.92003329048351,288.5441405827098,1729.237636277678
mps-uncap,1.0,39.099784353576005,320.46024207596145,1727.9474125888505
mps-uncap,0.5,22.56157229037922,145.92052621019855,943.0665569499776
mps-uncap,0.6,26.19123074072439,191.8373957692674,1131.7517152724388
mps-uncap,0.7,29.67079346288413,230.14635387364254,1372.7002911893708
mps-uncap,0.1,4.5537501013031765,34.32747871173503,191.2212396724718
mps-uncap,0.2,7.504711072129972,58.98426921868782,393.32923042359073
mps-uncap,0.3,13.248084116158351,93.25103958406413,583.8128435997562
mps-uncap,0.4,15.78907519833437,126.13012735279477,744.0565062204666
