mode,load,0_densenet121-2,1_inception_v3-16,2_vgg13-32
mps-uncap,0.8,12.059688568115234,8.665084838867188,16.09063148498535
mps-uncap,0.9,12.215852737426758,8.944511413574219,16.010761260986328
mps-uncap,1.0,12.535810470581055,9.291410446166992,17.089128494262695
mps-uncap,0.5,11.866331100463867,8.594751358032227,15.982866287231445
mps-uncap,0.6,12.033939361572266,8.591651916503906,15.979528427124023
mps-uncap,0.7,11.87896728515625,8.600711822509766,16.012907028198242
mps-uncap,0.1,12.874603271484375,10.061264038085938,16.48092269897461
mps-uncap,0.2,12.236833572387695,8.741140365600586,15.919208526611328
mps-uncap,0.3,12.279272079467773,8.83793830871582,15.941619873046875
mps-uncap,0.4,11.970281600952148,8.72182846069336,15.957117080688477
