mode,load,0_densenet121-2,1_inception_v3-16,2_vgg13-32
mps-uncap,0.8,439.84150886535645,422.63007164001465,269.64807510375977
mps-uncap,0.9,1065.6144618988037,535.6249809265137,1584.9039554595947
mps-uncap,1.0,2437.1237754821777,792.496919631958,5933.342695236206
mps-uncap,0.5,122.64537811279297,162.70947456359863,124.56011772155762
mps-uncap,0.6,241.55330657958984,144.29807662963867,121.2153434753418
mps-uncap,0.7,277.32014656066895,244.5087432861328,267.6668167114258
mps-uncap,0.1,69.8699951171875,63.902854919433594,72.6480484008789
mps-uncap,0.2,56.20574951171875,46.79989814758301,52.99234390258789
mps-uncap,0.3,68.24779510498047,60.06932258605957,76.17712020874023
mps-uncap,0.4,73.40073585510254,85.76846122741699,79.94389533996582
