mode,load,0_densenet121-2,1_inception_v3-16,2_vgg13-32
mps-uncap,0.8,55.63002109527588,53.51255655288697,22.08477258682251
mps-uncap,0.9,57.29120969772339,53.692717552185066,21.934099197387695
mps-uncap,1.0,57.128150463104255,54.0129017829895,20.83209753036499
mps-uncap,0.5,51.60497188568112,50.508670806884766,21.50406837463379
mps-uncap,0.6,53.11302661895752,50.601139068603516,21.562714576721188
mps-uncap,0.7,55.631866455078125,52.91619300842285,22.113466262817383
mps-uncap,0.1,46.335818767547565,34.96450424194336,27.091131210327156
mps-uncap,0.2,42.0853853225708,41.33384227752684,22.807588577270522
mps-uncap,0.3,37.62581110000611,44.517097473144496,20.865142345428474
mps-uncap,0.4,43.079037666320815,47.830772399902344,21.326477527618408
