mode,load,0_densenet121-2,1_inception_v3-16,2_vgg13-32
mps-uncap,0.8,53.37901115417481,49.71892833709717,19.97196674346924
mps-uncap,0.9,55.179738998413086,51.49378776550293,19.719505310058594
mps-uncap,1.0,55.41164875030518,51.74217224121094,19.619464874267578
mps-uncap,0.5,38.32583427429199,39.508676528930664,19.52052116394043
mps-uncap,0.6,41.571712493896484,40.70334434509277,19.70810890197754
mps-uncap,0.7,51.988983154296875,49.431443214416504,20.01638412475586
mps-uncap,0.1,32.05299377441406,24.76229667663575,25.534343719482422
mps-uncap,0.2,30.583429336547855,28.960943222045906,19.762277603149414
mps-uncap,0.3,29.160594940185554,28.00579071044922,19.072294235229492
mps-uncap,0.4,34.09285545349121,32.87625312805176,19.430804252624515
