mode,load,0_densenet121-2,1_inception_v3-16,2_vgg13-32
mps-uncap,0.8,110.45432090759282,68.21336746215819,122.53010272979736
mps-uncap,0.9,538.5940074920654,200.75492858886724,1168.873929977417
mps-uncap,1.0,1966.7317867279053,519.7960615158081,5540.115833282471
mps-uncap,0.5,15.228891372680666,16.93201065063477,31.023502349853516
mps-uncap,0.6,29.771900177001953,18.887972831726117,42.18688011169433
mps-uncap,0.7,79.70135211944586,53.57096195220946,98.18120002746585
mps-uncap,0.1,0.0628948211669922,0.05383491516113281,6.3338041305542445
mps-uncap,0.2,0.05960464477539065,0.051069259643554694,14.02764320373536
mps-uncap,0.3,3.792190551757822,0.0661373138427735,15.991616249084473
mps-uncap,0.4,8.411073684692386,4.414558410644531,19.2072868347168
