mode,load,0_densenet121-2,1_inception_v3-16,2_vgg13-32
mps-uncap,0.8,65.75822830200195,55.40060997009277,23.58388900756836
mps-uncap,0.9,64.2554759979248,55.2363395690918,23.270606994628906
mps-uncap,1.0,65.83571434020996,54.72230911254883,22.99976348876953
mps-uncap,0.5,56.66184425354004,52.90079116821289,22.94182777404785
mps-uncap,0.6,55.640459060668945,52.42156982421875,23.040056228637695
mps-uncap,0.7,63.50588798522949,55.42731285095215,23.38409423828125
mps-uncap,0.1,69.82660293579102,63.883066177368164,29.96683120727539
mps-uncap,0.2,51.94425582885742,46.11539840698242,24.829626083374023
mps-uncap,0.3,52.40964889526367,49.77130889892578,22.296905517578125
mps-uncap,0.4,48.94614219665527,52.02198028564453,22.30978012084961
