mode,load,0_squeezenet1_1-16,1_efficientnet_b6-2,2_resnet18-2
mps-uncap,1.0,2.487659454345703,17.73548126220703,1.9207000732421875
mig,1.0,3.849506378173828,17.25316047668457,2.0666122436523438
