mode,load,0_squeezenet1_1-16,1_efficientnet_b6-2,2_resnet18-2
mps-uncap,1.0,2.487659454345703,17.735719680786133,1.920938491821289
mig,1.0,3.849506378173828,17.25316047668457,2.0668506622314453
