mode,load,0_squeezenet1_1-16,1_efficientnet_b6-2,2_resnet18-2
mps-uncap,1.0,14.786243438720703,28.934717178344727,9.918928146362305
mig,1.0,15.577077865600586,24.62148666381836,15.995025634765625
