mode,load,0_squeezenet1_1-16,1_efficientnet_b6-2,2_resnet18-2
mps-uncap,1.0,3.778219223022461,19.531946182250977,2.8332567214965807
mig,1.0,5.178751945495606,18.726177215576172,2.367734909057617
