mode,load,0_squeezenet1_1-16,1_efficientnet_b6-2,2_resnet18-2
mps-uncap,1.0,0.0057220458984375,0.00667572021484375,0.0007152557373046875
mig,1.0,0.007152557373046875,0.0040531158447265625,0.006198883056640625
