mode,load,0_squeezenet1_1-16,1_efficientnet_b6-2,2_resnet18-2
mps-uncap,1.0,3.4731626510620117,19.063639640808105,2.4585723876953125
mig,1.0,4.384040832519531,17.896461486816406,2.1588802337646484
