mode,load,0_squeezenet1_1-16,1_efficientnet_b6-2,2_resnet18-2
mps-uncap,1.0,3.778421878814697,19.532361030578613,2.8334951400756823
mig,1.0,5.178751945495606,18.726415634155273,2.3679733276367188
