mode,load,0_squeezenet1_1-16,1_efficientnet_b6-2,2_resnet18-2
mps-uncap,1.0,3.183603286743164,18.674254417419434,2.2094249725341797
mig,1.0,4.0435791015625,17.5323486328125,2.1059513092041016
