mode,load,0_squeezenet1_1-16,1_efficientnet_b6-2,2_resnet18-2
mps-uncap,1.0,3.473043441772461,19.063472747802734,2.458333969116211
mig,1.0,4.38387393951416,17.896461486816406,2.1588802337646484
