mode,load,0_squeezenet1_1-16,1_efficientnet_b6-2,2_resnet18-2
mps-uncap,1.0,3.183603286743164,18.674373626708984,2.2095441818237305
mig,1.0,4.043817520141602,17.5323486328125,2.106189727783203
