mode,load,0_efficientnet_b7-16,1_mobilenet_v2-8,2_vgg19-16
mps-uncap,0.6,28.860092163085938,4.017114639282227,11.771440505981445
mig,0.6,57.74521827697754,4.868507385253906,40.152788162231445
mps-uncap,0.7,28.5036563873291,4.051446914672852,11.797428131103516
mig,0.7,57.7702522277832,4.855871200561523,40.15612602233887
mps-uncap,0.8,29.293537139892578,4.020929336547852,11.784791946411133
mig,0.8,57.758331298828125,4.866123199462891,40.23265838623047
mps-uncap,0.9,29.425621032714844,4.059076309204102,12.737035751342773
mig,0.9,57.82127380371094,4.853725433349609,40.21787643432617
mps-uncap,1.0,33.36453437805176,3.999471664428711,12.62521743774414
mig,1.0,58.27045440673828,4.881143569946289,40.222883224487305
mps-uncap,1.1,30.2731990814209,3.9937496185302734,12.799978256225586
mig,1.1,59.03768539428711,4.936695098876953,40.64202308654785
mps-uncap,1.2,30.350208282470703,4.048585891723633,12.813091278076172
mig,1.2,58.43520164489746,4.947185516357422,40.62461853027344
mps-uncap,1.3,31.878948211669922,4.034280776977539,14.346599578857422
mig,1.3,58.75229835510254,4.941225051879883,40.494680404663086
