mode,load,0_efficientnet_b7-16,1_mobilenet_v2-8,2_vgg19-16
mps-uncap,0.6,55.341243743896484,9.846687316894537,18.96841526031494
mig,0.6,60.5665922164917,5.979585647583008,42.517852783203125
mps-uncap,0.7,58.063936233520515,10.708332061767578,19.113636016845703
mig,0.7,60.71372032165527,5.927228927612305,42.58222579956055
mps-uncap,0.8,62.08558082580565,11.779427528381348,19.370245933532715
mig,0.8,61.037421226501465,5.9112548828125,42.777156829833984
mps-uncap,0.9,68.52879524230958,14.16351795196534,19.632530212402344
mig,0.9,61.39078140258789,5.895709991455078,42.99280643463135
mps-uncap,1.0,68.8927173614502,15.071392059326172,19.72818374633789
mig,1.0,61.79842948913574,5.88841438293457,43.024396896362305
mps-uncap,1.1,73.91786575317383,16.474509239196774,19.779205322265625
mig,1.1,61.79630756378174,5.883693695068359,43.1302547454834
mps-uncap,1.2,81.23517036437988,17.23630428314209,19.939517974853516
mig,1.2,61.62514686584473,5.857944488525391,43.03164482116699
mps-uncap,1.3,82.29613304138184,17.452001571655277,19.995975494384766
mig,1.3,61.8236780166626,5.879306793212891,43.158531188964844
