mode,load,0_efficientnet_b7-16,1_mobilenet_v2-8,2_vgg19-16
mps-uncap,0.6,97.04422950744629,54.49910163879379,26.984000205993677
mig,0.6,203.40919494628906,27.32676982879637,167.5216507911685
mps-uncap,0.7,140.23068428039554,111.23406887054443,29.540386199951172
mig,0.7,430.39107322692865,32.655510902404785,401.2431049346923
mps-uncap,0.8,222.3105239868164,1091.2257075309744,30.408473014831593
mig,0.8,596.7228770256046,57.97224044799805,462.3545646667481
mps-uncap,0.9,332.2411155700681,13243.159756660461,38.3622932434082
mig,0.9,1102.709760665894,105.84208011627203,808.7060904502871
mps-uncap,1.0,629.8112869262698,24576.505088806156,39.47652816772446
mig,1.0,5136.7413330078125,1696.8595695495608,3201.711783409119
mps-uncap,1.1,856.8906307220449,37742.634379863746,48.636264801025405
mig,1.1,9826.938951015472,9034.061465263367,8502.51425743103
mps-uncap,1.2,8489.834690093994,46840.01595497131,52.082118988037145
mig,1.2,13677.828550338745,15662.577800750732,15639.208528995508
mps-uncap,1.3,13749.928188323975,50037.28753089905,54.73622322082515
mig,1.3,20975.15863418579,22245.96613883972,21547.51992225647
