mode,load,0_efficientnet_b7-16,1_mobilenet_v2-8,2_vgg19-16
mps-uncap,0.6,88.46426010131836,29.800844192504915,24.909591674804684
mig,0.6,168.92716884613034,17.501759529113773,117.82846450805668
mps-uncap,0.7,110.36791801452642,60.274600982666016,28.556108474731452
mig,0.7,254.32457923889163,21.32763862609863,198.42233657836914
mps-uncap,0.8,148.1110572814941,719.3177938461304,30.852460861206055
mig,0.8,358.6692810058594,33.72516632080079,279.343032836914
mps-uncap,0.9,223.03757667541507,11807.508254051208,34.621906280517585
mig,0.9,604.7019481658937,67.64121055603027,583.2694292068484
mps-uncap,1.0,368.3745861053467,21804.25453186035,34.554481506347656
mig,1.0,4882.74827003479,1606.266975402832,2744.5209741592407
mps-uncap,1.1,560.128116607666,34365.525698661804,39.31941986083985
mig,1.1,8492.411971092224,8341.493701934814,7886.481380462647
mps-uncap,1.2,7550.4631996154785,42947.660183906555,44.24262046813965
mig,1.2,13014.36734199524,14391.946744918823,14394.320583343506
mps-uncap,1.3,12828.327369689941,45578.649806976326,44.97218132019042
mig,1.3,19679.017519950867,20365.188026428223,18774.00493621826
