mode,load,0_efficientnet_b7-16,1_mobilenet_v2-8,2_vgg19-16
mps-uncap,0.6,93.17779541015625,26.537179946899414,23.520708084106445
mig,0.6,66.8187141418457,18.88251304626465,44.55852508544922
mps-uncap,0.7,92.38433837890625,26.451587677001953,27.36806869506836
mig,0.7,62.81089782714844,19.196271896362305,48.4774112701416
mps-uncap,0.8,102.44083404541016,25.233745574951172,24.628877639770508
mig,0.8,63.120365142822266,16.57414436340332,49.15046691894531
mps-uncap,0.9,105.18908500671387,26.775836944580078,24.0936279296875
mig,0.9,72.17955589294434,16.45493507385254,45.08185386657715
mps-uncap,1.0,104.08282279968262,28.892040252685547,30.009031295776367
mig,1.0,75.11162757873535,18.48459243774414,46.680450439453125
mps-uncap,1.1,106.38666152954102,28.815507888793945,23.90122413635254
mig,1.1,70.81437110900879,18.5394287109375,45.7301139831543
mps-uncap,1.2,110.83483695983887,28.57065200805664,23.59938621520996
mig,1.2,71.51579856872559,19.78158950805664,50.96006393432617
mps-uncap,1.3,105.78417778015137,28.69105339050293,24.36542510986328
mig,1.3,72.8912353515625,16.307353973388672,48.1877326965332
