mode,load,0_efficientnet_b7-16,1_mobilenet_v2-8,2_vgg19-16
mps-uncap,0.6,177.46829986572266,99.54142570495605,58.24708938598633
mig,0.6,334.78450775146484,60.77718734741211,325.87122917175293
mps-uncap,0.7,216.24374389648438,161.17596626281738,65.19103050231934
mig,0.7,590.7671451568604,61.52939796447754,557.0015907287598
mps-uncap,0.8,339.11633491516113,1173.6862659454346,66.27058982849121
mig,0.8,755.1336288452148,97.55754470825195,641.4783000946045
mps-uncap,0.9,493.53885650634766,13394.444704055786,89.29586410522461
mig,0.9,1323.0316638946533,145.93958854675293,971.1894989013672
mps-uncap,1.0,784.9464416503906,24981.127500534058,90.76952934265137
mig,1.0,5401.585102081299,1761.8567943572998,3357.487440109253
mps-uncap,1.1,1135.852336883545,38164.10756111145,91.12119674682617
mig,1.1,10231.698513031006,9200.032711029053,8653.88011932373
mps-uncap,1.2,8659.842491149902,47327.68177986145,95.19028663635254
mig,1.2,13863.62910270691,15843.613862991333,15800.732135772705
mps-uncap,1.3,13917.547941207886,50506.35242462158,96.38762474060059
mig,1.3,21108.086824417114,22473.26374053955,21768.022775650024
