mode,load,0_efficientnet_b7-16,1_mobilenet_v2-8,2_vgg19-16
mps-uncap,0.6,29.025793075561523,4.048347473144531,11.796236038208008
mig,0.6,57.76357650756836,4.899263381958008,40.22479057312012
mps-uncap,0.7,28.524160385131836,4.0950775146484375,11.814117431640625
mig,0.7,57.81865119934082,4.877805709838867,40.251731872558594
mps-uncap,0.8,29.340744018554688,4.058599472045898,11.801958084106445
mig,0.8,57.83843994140625,4.881381988525391,40.26007652282715
mps-uncap,0.9,33.31279754638672,4.477977752685547,12.754678726196289
mig,0.9,57.84130096435547,4.909992218017578,40.31205177307129
mps-uncap,1.0,33.3859920501709,6.146430969238281,12.643098831176758
mig,1.0,58.49003791809082,4.949331283569336,40.56286811828613
mps-uncap,1.1,33.93697738647461,9.765148162841797,12.816190719604492
mig,1.1,61.18202209472656,4.951715469360352,40.76099395751953
mps-uncap,1.2,35.19034385681152,4.258394241333008,12.830495834350586
mig,1.2,58.458566665649414,4.970550537109375,40.76838493347168
mps-uncap,1.3,56.47563934326172,4.356861114501953,14.521360397338867
mig,1.3,58.78329277038574,5.0029754638671875,40.51375389099121
