mode,load,0_efficientnet_b7-16,1_mobilenet_v2-8,2_vgg19-16
mps-uncap,0.6,44.72947120666504,23.247146606445312,9.71870422363281
mig,0.6,109.19463634490964,12.139153480529785,76.95450782775883
mps-uncap,0.7,64.88227844238281,53.76482009887695,12.671804428100586
mig,0.7,195.4899787902833,16.008472442626953,157.0446491241455
mps-uncap,0.8,100.82483291625975,712.4569416046143,14.109301567077638
mig,0.8,297.6565361022949,28.499412536621094,236.74368858337402
mps-uncap,0.9,168.79825592041016,11800.897336006165,17.348766326904297
mig,0.9,543.9062595367433,62.36367225646973,541.0813331604004
mps-uncap,1.0,328.3970355987549,21798.146963119507,17.19450950622559
mig,1.0,4822.7646350860605,1601.029348373413,2703.0790090560913
mps-uncap,1.1,512.0106697082521,34360.858750343315,21.79203033447266
mig,1.1,8432.478427886963,8336.364436149597,7843.767976760865
mps-uncap,1.2,7495.084524154663,42941.66097640991,27.247619628906243
mig,1.2,12954.39157485962,14386.830854415892,14353.081369400024
mps-uncap,1.3,12775.32286643982,45573.93193244934,27.132463455200188
mig,1.3,19619.492030143738,20360.066318511963,18730.54337501526
