mode,load,0_efficientnet_b7-16,1_mobilenet_v2-8,2_vgg19-16
mps-uncap,0.6,0.014543533325195312,0.011920928955078125,0.01239776611328125
mig,0.6,0.012874603271484375,0.011920928955078125,0.013589859008789062
mps-uncap,0.7,0.015020370483398438,0.011920928955078125,0.013113021850585938
mig,0.7,0.0152587890625,0.011444091796875,0.01239776611328125
mps-uncap,0.8,0.01430511474609375,0.012159347534179688,0.013589859008789062
mig,0.8,0.014781951904296875,0.011682510375976562,0.013589859008789062
mps-uncap,0.9,0.014781951904296875,0.015020370483398438,0.012874603271484375
mig,0.9,0.01430511474609375,0.01239776611328125,0.0133514404296875
mps-uncap,1.0,0.0152587890625,0.05412101745605469,0.011444091796875
mig,1.0,0.0152587890625,0.014543533325195312,0.016450881958007812
mps-uncap,1.1,0.013589859008789062,0.018358230590820312,0.013113021850585938
mig,1.1,0.05817413330078125,0.014543533325195312,0.01430511474609375
mps-uncap,1.2,0.018358230590820312,0.01430511474609375,0.011205673217773438
mig,1.2,0.0152587890625,0.013828277587890625,0.01430511474609375
mps-uncap,1.3,0.04076957702636719,0.01430511474609375,0.0133514404296875
mig,1.3,0.019311904907226562,0.014781951904296875,0.01811981201171875
