mode,load,0_efficientnet_b7-16,1_mobilenet_v2-8,2_vgg19-16
mps-uncap,0.6,35.584211349487305,4.56547737121582,15.124082565307617
mig,0.6,59.42821502685547,5.468845367431641,41.491150856018066
mps-uncap,0.7,37.71710395812988,4.547357559204102,15.566110610961914
mig,0.7,59.44705009460449,5.13148307800293,41.1379337310791
mps-uncap,0.8,42.55557060241699,4.608869552612305,16.089200973510742
mig,0.8,59.57138538360596,5.083322525024414,41.19992256164551
mps-uncap,0.9,45.77970504760742,4.934906959533691,16.53122901916504
mig,0.9,60.00351905822754,5.101680755615234,41.36526584625244
mps-uncap,1.0,45.85385322570801,5.13005256652832,16.65210723876953
mig,1.0,60.4097843170166,5.120277404785156,41.509151458740234
mps-uncap,1.1,47.074317932128906,5.5876970291137695,16.926288604736328
mig,1.1,60.41991710662842,5.124568939208984,41.56064987182617
mps-uncap,1.2,48.363447189331055,6.424427032470703,17.139196395874023
mig,1.2,60.358285903930664,5.127429962158203,41.54336452484131
mps-uncap,1.3,48.42948913574219,6.513118743896484,17.17519760131836
mig,1.3,60.49370765686035,5.13458251953125,41.61715507507324
