mode,load,0_densenet161-16,1_mobilenet_v3_large-4,2_vgg19-8
mps-uncap,0.8,484.1954708099365,255.32960891723633,162.51468658447266
mps-uncap,0.9,664.7846698760986,843.442440032959,682.0955276489258
mps-uncap,1.0,4890.166997909546,2518.2526111602783,6622.872114181519
mps-uncap,0.5,116.50896072387695,44.78907585144043,53.54166030883789
mps-uncap,0.6,116.68205261230469,47.19233512878418,84.49697494506836
mps-uncap,0.7,255.3384304046631,78.36318016052246,112.54501342773438
mps-uncap,0.1,62.126874923706055,14.355659484863281,17.060279846191406
mps-uncap,0.2,25.117158889770508,21.556854248046875,17.992258071899414
mps-uncap,0.3,51.66888236999512,37.23263740539551,21.83818817138672
mps-uncap,0.4,58.66670608520508,25.69580078125,39.19696807861328
