mode,load,0_densenet161-16,1_mobilenet_v3_large-4,2_vgg19-8
mps-uncap,0.8,0.01239776611328125,0.01049041748046875,0.0095367431640625
mps-uncap,0.9,0.01239776611328125,0.0095367431640625,0.011205673217773438
mps-uncap,1.0,0.0152587890625,0.01239776611328125,0.015497207641601562
mps-uncap,0.5,0.01239776611328125,0.011444091796875,0.0095367431640625
mps-uncap,0.6,0.01049041748046875,0.011920928955078125,0.0095367431640625
mps-uncap,0.7,0.012159347534179688,0.0095367431640625,0.010251998901367188
mps-uncap,0.1,0.018596649169921875,0.015020370483398438,0.014543533325195312
mps-uncap,0.2,0.014543533325195312,0.012874603271484375,0.011205673217773438
mps-uncap,0.3,0.012636184692382812,0.011920928955078125,0.0095367431640625
mps-uncap,0.4,0.012636184692382812,0.012159347534179688,0.010728836059570312
