mode,load,0_densenet161-16,1_mobilenet_v3_large-4,2_vgg19-8
mps-uncap,0.8,57.47509002685547,20.325183868408203,14.967203140258789
mps-uncap,0.9,58.08401107788086,19.234180450439453,14.295101165771484
mps-uncap,1.0,63.68279457092285,17.548322677612305,14.407157897949219
mps-uncap,0.5,55.88889122009277,18.881559371948242,13.73291015625
mps-uncap,0.6,56.32281303405762,19.353151321411133,14.025688171386719
mps-uncap,0.7,62.4537467956543,17.493486404418945,14.615297317504883
mps-uncap,0.1,46.79727554321289,15.017509460449219,17.689228057861328
mps-uncap,0.2,45.13430595397949,14.437437057495117,14.71710205078125
mps-uncap,0.3,47.42145538330078,16.880512237548828,13.922691345214844
mps-uncap,0.4,55.4959774017334,14.704704284667969,16.09063148498535
