mode,load,0_densenet161-16,1_mobilenet_v3_large-4,2_vgg19-8
mps-uncap,0.8,69.1537857055664,18.77903938293457,25.128841400146484
mps-uncap,0.9,153.14292907714844,113.07883262634277,172.55091667175293
mps-uncap,1.0,1180.7987689971924,933.4125518798828,3131.1999559402466
mps-uncap,0.5,31.784772872924805,8.667707443237305,8.919000625610352
mps-uncap,0.6,39.9472713470459,8.990287780761719,11.620044708251953
mps-uncap,0.7,54.84771728515625,9.440779685974121,15.15507698059082
mps-uncap,0.1,30.28392791748047,11.107921600341797,7.03740119934082
mps-uncap,0.2,28.620481491088867,10.97249984741211,7.091999053955078
mps-uncap,0.3,25.364398956298828,10.69784164428711,7.395505905151367
mps-uncap,0.4,28.029918670654297,9.099483489990234,7.424712181091309
