mode,load,0_efficientnet_b7-2,1_efficientnet_b7-2,2_mobilenet_v2-32,3_vgg16-32
mps-uncap,1.0,0.011920928955078125,0.0007152557373046875,0.0007152557373046875,0.0007152557373046875
