mode,load,0_mobilenet_v3_large-4,1_mobilenet_v3_large-4,2_mobilenet_v3_small-16
mps-uncap,0.8,8239.599704742432,9027.957797050476,7386.455059051514
mps-uncap,0.9,11518.162369728088,11263.619661331177,10385.591506958008
mps-uncap,1.0,13017.676591873169,13359.243392944336,12586.845874786377
mps-uncap,0.5,14.997363090515137,17.265915870666504,13.242959976196289
mps-uncap,0.6,1456.7844867706299,1188.7171268463135,1118.0870532989502
mps-uncap,0.7,5561.807870864868,5148.364305496216,5191.297650337219
mps-uncap,0.1,9.549140930175781,9.621739387512207,8.630752563476562
mps-uncap,0.2,6.563782691955566,6.7348480224609375,5.890846252441406
mps-uncap,0.3,6.1980485916137695,6.183862686157227,5.446910858154297
mps-uncap,0.4,8.602142333984375,8.390188217163086,7.477283477783203
