mode,load,0_mobilenet_v3_large-4,1_mobilenet_v3_large-4,2_mobilenet_v3_small-16
mps-uncap,0.8,15.102863311767578,14.153003692626953,17.740964889526367
mps-uncap,0.9,13.890743255615234,13.580799102783203,12.967824935913086
mps-uncap,1.0,13.859272003173828,14.07933235168457,13.02790641784668
mps-uncap,0.5,7.164716720581055,7.67970085144043,12.410163879394531
mps-uncap,0.6,10.422468185424805,8.281469345092773,12.702703475952148
mps-uncap,0.7,11.033296585083008,11.345624923706055,11.635065078735352
mps-uncap,0.1,12.607336044311523,12.872457504272461,11.191606521606445
mps-uncap,0.2,10.399341583251953,11.401176452636719,14.23335075378418
mps-uncap,0.3,16.443967819213867,14.206886291503906,13.349294662475586
mps-uncap,0.4,17.423152923583984,16.4949893951416,16.701936721801758
