mode,load,0_mobilenet_v3_large-4,1_mobilenet_v3_large-4,2_mobilenet_v3_small-16
mps-uncap,0.8,8234.676599502563,9022.958040237427,7382.328271865845
mps-uncap,0.9,11513.244271278381,11258.687019348145,10381.328821182251
mps-uncap,1.0,13012.802243232727,13354.342460632324,12582.724928855896
mps-uncap,0.5,10.05697250366211,12.323498725891113,8.996248245239258
mps-uncap,0.6,1451.7669677734375,1183.880090713501,1113.872766494751
mps-uncap,0.7,5556.883931159973,5143.559813499451,5187.08598613739
mps-uncap,0.1,0.028848648071289062,0.028133392333984375,0.028371810913085938
mps-uncap,0.2,0.021696090698242188,0.021696090698242188,0.0209808349609375
mps-uncap,0.3,0.7704496383666992,0.797271728515625,0.6983280181884766
mps-uncap,0.4,3.673076629638672,3.4842491149902344,3.2221078872680664
