mode,load,0_mobilenet_v3_large-4,1_mobilenet_v3_large-4,2_mobilenet_v3_small-16
mps-uncap,0.8,16377.067608833315,17486.70084476471,14497.40195274353
mps-uncap,0.9,24227.659511566162,22352.032730579373,20260.383033752438
mps-uncap,1.0,25499.0522646904,26183.566255569458,24336.50235891342
mps-uncap,0.5,72.73076772689829,86.36606931686401,62.52393007278424
mps-uncap,0.6,4366.900851726532,2204.2168617248535,1873.0901193618774
mps-uncap,0.7,11689.617693424225,9977.591359615324,10095.568025112152
mps-uncap,0.1,24.811439514160156,23.66073846817016,22.13179111480713
mps-uncap,0.2,20.044481754302968,20.991582870483413,18.53936672210693
mps-uncap,0.3,21.9827365875244,21.208992004394492,20.467987060546868
mps-uncap,0.4,37.05584049224849,35.82197189331055,34.86169099807737
