mode,load,0_densenet161-32,1_resnet101-2,2_resnet152-32
mps-uncap,0.8,199.32794570922852,38.45036029815674,123.27909469604492
mps-uncap,0.9,1236.6315126419067,246.72460556030273,2182.723045349121
mps-uncap,1.0,1232.8429222106934,5050.961971282959,4467.328786849976
mps-uncap,0.5,55.960655212402344,15.71965217590332,45.464515686035156
mps-uncap,0.6,62.43252754211426,17.868638038635254,49.661874771118164
mps-uncap,0.7,85.31546592712402,24.162769317626953,72.62325286865234
mps-uncap,0.1,36.72778606414795,19.9124813079834,30.244112014770508
mps-uncap,0.2,35.627126693725586,17.35985279083252,29.811501502990723
mps-uncap,0.3,36.87572479248047,16.0825252532959,31.691312789916992
mps-uncap,0.4,43.231964111328125,16.015052795410156,35.30323505401611
