mode,load,0_densenet161-32,1_resnet101-2,2_resnet152-32
mps-uncap,0.8,71.51293754577637,35.68434715270996,61.91110610961914
mps-uncap,0.9,72.30043411254883,35.819292068481445,59.93247032165527
mps-uncap,1.0,66.47706031799316,39.33453559875488,60.5473518371582
mps-uncap,0.5,71.61068916320801,33.78796577453613,62.109947204589844
mps-uncap,0.6,73.6849308013916,37.05787658691406,59.07797813415527
mps-uncap,0.7,72.47757911682129,34.893035888671875,61.684370040893555
mps-uncap,0.1,64.17393684387207,33.59866142272949,62.12615966796875
mps-uncap,0.2,66.83588027954102,32.51814842224121,57.872772216796875
mps-uncap,0.3,62.15691566467285,34.897804260253906,60.77909469604492
mps-uncap,0.4,69.97370719909668,33.82420539855957,60.51063537597656
