mode,load,0_densenet161-32,1_resnet101-2,2_resnet152-32
mps-uncap,0.8,67.13297367095947,29.218697547912594,58.034420013427734
mps-uncap,0.9,68.54500770568849,30.711889266967773,58.28571319580078
mps-uncap,1.0,63.30435276031494,34.63268280029297,59.372901916503906
mps-uncap,0.5,62.71722316741943,21.019268035888675,54.95131015777588
mps-uncap,0.6,65.9121036529541,27.977323532104492,53.939104080200195
mps-uncap,0.7,66.30001068115234,27.050161361694336,57.33308792114258
mps-uncap,0.1,50.0962495803833,20.80516815185547,44.54870223999025
mps-uncap,0.2,52.10866928100586,20.518183708190918,39.84487056732178
mps-uncap,0.3,56.60557746887207,20.297813415527344,49.634456634521484
mps-uncap,0.4,61.2492561340332,20.492887496948242,54.57921028137208
