mode,load,0_densenet161-32,1_resnet101-2,2_resnet152-32
mps-uncap,0.8,458.4026368193132,66.79487151557174,501.0047157117006
mps-uncap,0.9,484.343554787486,77.9492880298564,578.5507588821924
mps-uncap,1.0,505.0103171389998,69.85229667239662,562.09507796248
mps-uncap,0.5,267.9240014469609,40.167227881258704,314.7592157597994
mps-uncap,0.6,323.5587782174583,48.91920270029518,377.24161975327945
mps-uncap,0.7,392.3605073734072,58.487644899637736,464.1952802232857
mps-uncap,0.1,59.34663070928953,9.6278829235473,52.046347376206185
mps-uncap,0.2,105.0428054292394,16.878770682588748,130.47966900324198
mps-uncap,0.3,171.62419041928604,25.501420682050842,188.62867107265797
mps-uncap,0.4,210.5109632671527,34.15046257977338,252.72533997765368
