mode,load,0_inception_v3-4,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_small-8
mps-uncap,1.0,198.80724880207958,2978.8324041609085,2978.8250926941337,1109.3337227330867
