mode,load,0_squeezenet1_1-32,1_squeezenet1_1-32,2_squeezenet1_1-32,3_squeezenet1_1-32
mig,0.1,11.405467987060547,11.451482772827148,11.458158493041992,21.824121475219727
mig,0.2,11.066436767578125,11.11149787902832,11.14344596862793,21.656274795532227
mig,0.3,11.06119155883789,11.113405227661133,11.21830940246582,21.574020385742188
mig,0.4,11.058330535888672,11.111021041870117,11.132001876831055,21.668672561645508
mig,0.5,11.063814163208008,11.121511459350586,11.132478713989258,21.596908569335938
mig,0.6,11.055231094360352,11.127710342407227,11.136293411254883,21.625995635986328
mig,0.7,11.074304580688477,11.119604110717773,11.137247085571289,21.648168563842773
mig,0.8,11.078119277954102,11.207818984985352,11.149168014526367,21.645307540893555
mig,0.9,11.191129684448242,11.250495910644531,11.191844940185547,21.699190139770508
mig,1.0,11.234045028686523,11.247396469116211,11.29150390625,21.640300750732422
