mode,load,0_squeezenet1_1-32,1_squeezenet1_1-32,2_squeezenet1_1-32,3_squeezenet1_1-32
mig,0.1,16.107511520385742,16.416072845458984,17.381978034973137,29.341459274291992
mig,0.2,20.73192596435547,21.23808860778809,21.557092666625977,37.82248497009277
mig,0.3,25.460481643676758,24.57265853881836,23.48616123199463,40.84317684173583
mig,0.4,29.490017890930176,27.368640899658207,27.41284370422364,51.50601863861084
mig,0.5,37.5748634338379,35.780096054077156,37.5208854675293,73.21977615356447
mig,0.6,44.4638967514038,45.99783420562745,44.54183578491212,86.19203567504883
mig,0.7,66.05613231658936,70.88108062744142,67.11845397949219,112.84267902374268
mig,0.8,189.15715217590343,239.39430713653564,153.53713035583496,269.7230339050293
mig,0.9,4432.293891906738,5018.4022426605225,3856.3345193862915,542.481303215027
mig,1.0,9508.885097503662,8666.758418083191,9988.303327560428,7791.954898834228
