mode,load,0_resnet18-8,1_resnet18-8
mig,0.1,3.541388511657715,3.5618162155151367
mig,0.2,3.2673835754394536,3.3195018768310547
mig,0.3,3.35693359375,3.3549594879150395
mig,0.4,3.3522891998291016,3.3362293243408203
mig,0.5,3.217458724975586,3.332271575927735
mig,0.6,2.6386117935180664,2.894163131713867
mig,0.7,2.3288202285766597,2.8862953186035156
mig,0.8,2.326588630676269,2.887024879455567
mig,0.9,2.3272037506103516,2.892289161682129
mig,1.0,2.3260116577148438,2.892978191375732
