mode,load,0_densenet169-8,1_densenet201-2,2_mobilenet_v2-16
mps-uncap,0.8,91.93321704864508,97.02156782150269,36.380453109741225
mps-uncap,0.9,199.49481964111334,216.7404985427856,84.43453788757323
mps-uncap,1.0,472.2623634338379,578.089427947998,171.78700923919672
mps-uncap,0.5,42.88372993469242,48.135521411895766,16.96441173553467
mps-uncap,0.6,57.56541490554814,52.481808662414494,17.992603778839133
mps-uncap,0.7,63.158512115478516,89.18492317199706,25.67131519317632
mps-uncap,0.1,38.11504840850824,39.772624969482386,11.33069038391113
mps-uncap,0.2,44.04756069183348,47.78298139572145,13.859906196594228
mps-uncap,0.3,44.32400703430175,43.182897567749,16.117343902587894
mps-uncap,0.4,40.82171440124506,43.082075119018555,16.65828943252564
