mode,load,0_densenet169-8,1_densenet201-2,2_mobilenet_v2-16
mps-uncap,0.8,0.012159347534179688,0.011920928955078125,0.008821487426757812
mps-uncap,0.9,0.012159347534179688,0.011444091796875,0.00858306884765625
mps-uncap,1.0,0.01239776611328125,0.013113021850585938,0.010013580322265625
mps-uncap,0.5,0.011682510375976562,0.010013580322265625,0.009059906005859375
mps-uncap,0.6,0.011682510375976562,0.011444091796875,0.0095367431640625
mps-uncap,0.7,0.011682510375976562,0.011682510375976562,0.00858306884765625
mps-uncap,0.1,0.012159347534179688,0.013113021850585938,0.010967254638671875
mps-uncap,0.2,0.011920928955078125,0.012636184692382812,0.010967254638671875
mps-uncap,0.3,0.012636184692382812,0.013113021850585938,0.01049041748046875
mps-uncap,0.4,0.011444091796875,0.010967254638671875,0.00858306884765625
