mode,load,0_densenet169-8,1_densenet201-2,2_mobilenet_v2-16
mps-uncap,0.8,50.82831382751465,61.19835376739503,19.601488113403317
mps-uncap,0.9,125.49133300781251,100.36315917968753,40.82884788513183
mps-uncap,1.0,348.5563755035401,402.10022926330566,127.66427993774418
mps-uncap,0.5,26.89051628112793,29.70058917999269,9.762763977050785
mps-uncap,0.6,30.40754795074463,34.935855865478516,10.239720344543457
mps-uncap,0.7,35.5297327041626,47.05369472503663,12.494039535522461
mps-uncap,0.1,27.233123779296875,30.825138092041016,6.427192687988282
mps-uncap,0.2,27.735233306884766,29.3118953704834,8.639955520629883
mps-uncap,0.3,28.325414657592788,29.850864410400394,10.101509094238281
mps-uncap,0.4,27.681875228881843,27.453231811523438,10.045170783996582
